id_0;fid_unidad;cod_le;cod_ue_det;des_ue_det;cod_dep;nom_dep;cod_prov;nom_prov;cod_mun;nom_mun;cod_mod_ap;modalidad;cod_le_12;cod_ue;des_ue;area;cod_depn;cant_2020;crec_anual;cant_2024
13455;7840;80540134;80540139;JUANA AZURDUY DE PADILLA;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540134;80540139;JUANA AZURDUY DE PADILLA;R;1;181;3;
13456;7733;80540016;80540017;MANCO KAPAC;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540016;80540017;MANCO KAPAC;R;1;205;3;
13457;7798;80540089;80540091;CORPUS CHRISTI II;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540089;80540091;CORPUS CHRISTI II;R;1;863;2;
13458;8756;80680001;80680001;ATAHUALLPANI;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680001;80680001;ATAHUALLPANI;R;1;216;4;
13459;14118;81960048;81960093;SAN RAFAELITO A;7;Santa Cruz;3;Velasco;1;San Ignacio de Velasco;1;Regular;81960048;81960093;SAN RAFAELITO A;R;1;108;6;
13460;8775;80680025;80680025;PUCARANI;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680025;80680025;PUCARANI;R;1;473;9;
13461;8770;80680016;"80680016;80680078";"CHEJJE;LYNDON JOHNSON";2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680016;80680078;LYNDON JOHNSON;R;1;992;8;
13462;1186;50630020;50630020;COVENDO;2;La Paz;11;Sur Yungas;4;Palos Blancos;1;Regular;50630020;50630020;COVENDO;R;2;0;4;
13463;8815;80680068;80680032;CHOQUECOA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680068;80680032;CHOQUECOA;R;1;396;9;
13464;7843;80540137;80540142;LITORAL II;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540137;80540142;LITORAL II;R;1;439;4;
13465;8780;80680030;80680030;VIACHA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680030;80680030;VIACHA;R;1;930;6;
13466;4793;70720028;70720028;CHOJAPATA;2;La Paz;2;Omasuyos;2;Ancoraimes;1;Regular;70720028;70720028;CHOJAPATA;R;1;523;3;
13467;15133;82190072;82190073;SAN SALVADOR;8;Beni;5;Moxos;1;San Ignacio;1;Regular;82190072;82190073;SAN SALVADOR;R;1;318;3;
13468;421;40680006;40680006;KOSIMANI;2;La Paz;6;Larecaja;5;Combaya;1;Regular;40680006;40680006;KOSIMANI;R;1;408;1;
13469;2264;60700007;60700008;MARTIN CARDENAS HERMOSA;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700007;60700008;MARTIN CARDENAS HERMOSA;R;1;41;1;
13470;7731;80540014;80540015;BOLINDA;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540014;80540015;BOLINDA;R;1;750;3;
13471;7795;80540086;80540088;COOPERATIVA BEREA;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540086;80540088;COOPERATIVA BEREA;R;1;120;8;
13472;2291;60700036;60700037;PUERTO CHAGUAYA;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700036;60700037;PUERTO CHAGUAYA;R;1;297;2;
13473;8776;80680026;80680026;CHAAHUAYA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680026;80680026;CHAAHUAYA;R;1;575;4;
13474;8777;80680027;80680027;PAMPA COLANI;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680027;80680027;PAMPA COLANI;R;1;380;1;
13475;7753;80540038;80540039;SAN ANTONIO DE BOLINDA;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540038;80540039;SAN ANTONIO DE BOLINDA;R;1;153;5;
13476;7919;80540238;80540250;ORO VERDE I;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540238;80540250;ORO VERDE I;R;1;541;7;
13477;4560;70680064;70680064;SAN ISIDRO;2;La Paz;6;Larecaja;1;Sorata;1;Regular;70680064;70680064;SAN ISIDRO;R;1;320;0;
13478;7750;80540035;80540036;SAN LORENZO;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540035;80540036;SAN LORENZO;R;1;882;6;
13479;2269;60700012;60700013;JOKHOPAMPA;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700012;60700013;JOKHOPAMPA;R;1;669;7;
13480;4797;70720032;70720032;PATAPATANI;2;La Paz;2;Omasuyos;2;Ancoraimes;1;Regular;70720032;70720032;PATAPATANI;R;1;896;4;
13481;7867;80540172;80540178;NAZARENO;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540172;80540178;NAZARENO;R;3;434;8;
13482;8760;80680005;80680005;CALABAYA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680005;80680005;CALABAYA;R;1;304;2;
13483;7738;80540021;80540022;SAN SALVADOR;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540021;80540022;SAN SALVADOR;R;1;436;9;
13484;2266;60700009;60700010;COJATA PAMPA;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700009;60700010;COJATA PAMPA;R;1;251;10;
13485;424;40680009;40680009;PUSAPUSA;2;La Paz;6;Larecaja;5;Combaya;1;Regular;40680009;40680009;PUSAPUSA;R;1;522;1;
13486;7909;80540228;80540241;PRIMAVERA;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540228;80540241;PRIMAVERA;R;1;833;5;
13487;7797;80540088;80540090;UNION CAMACHO;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540088;80540090;UNION CAMACHO;R;1;510;4;
13488;8771;80680017;80680017;POCOBAYA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680017;80680017;POCOBAYA;R;1;358;6;
13489;8767;80680013;80680013;ANCOMA SUD;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680013;80680013;ANCOMA SUD;R;1;301;9;
13490;8759;80680004;80680004;JUMUCO;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680004;80680004;JUMUCO;R;1;631;0;
13491;2320;60700066;60700067;SAN ANTONIO;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700066;60700067;SAN ANTONIO;R;1;800;9;
13492;2292;60700037;60700038;VILLA MOLINO;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700037;60700038;VILLA MOLINO;R;1;7;4;
13493;7788;80540078;80540080;ENTRE RIOS;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540078;80540080;ENTRE RIOS;R;1;956;10;
13494;7846;80540141;80540147;UNION 21 DE SEPTIEMBRE;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540141;80540147;UNION 21 DE SEPTIEMBRE;R;1;720;5;
13495;7858;80540155;80540162;GUILLERMO MOLINA II;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540155;80540162;GUILLERMO MOLINA II;R;1;698;7;
13496;7847;80540142;80540148;VILLA ASUNCION;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540142;80540148;VILLA ASUNCION;R;1;63;1;
13497;7842;80540136;80540141;VILLA ESPERANZA II;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540136;80540141;VILLA ESPERANZA II;R;1;289;3;
13498;8809;80680059;80680060;JUAN XXIII FE Y ALEGRIA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680059;80680060;JUAN XXIII FE Y ALEGRIA;U;2;691;7;
13499;15144;82190085;82190071;TRINIDACITO;8;Beni;5;Moxos;1;San Ignacio;1;Regular;82190085;82190071;TRINIDACITO;R;1;373;8;
13500;7800;80540091;80540093;MONTE SINAI;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540091;80540093;MONTE SINAI;R;1;428;0;
13501;15119;82190053;82190030;PUERTO SAN LORENZO;8;Beni;5;Moxos;1;San Ignacio;1;Regular;82190053;82190030;PUERTO SAN LORENZO;R;1;252;2;
13502;15182;82190145;82190154;KATERI TEKAWITHA;8;Beni;5;Moxos;1;San Ignacio;1;Regular;82190145;82190154;KATERI TEKAWITHA;R;2;460;4;
13503;7837;80540130;80540135;RENE ZENON PORTILLO CHAVARRIA;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540130;80540135;RENE ZENON PORTILLO CHAVARRIA;R;1;316;9;
13504;8813;80680064;80680065;EVANGELICO EBENEZER;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680064;80680065;EVANGELICO EBENEZER;U;3;962;6;
13505;8779;80680029;80680029;QUIRAMBAYA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680029;80680029;QUIRAMBAYA;R;1;120;3;
13506;4803;70720038;70720038;AZACILO;2;La Paz;2;Omasuyos;2;Ancoraimes;1;Regular;70720038;70720038;AZACILO;R;1;944;4;
13507;8807;80680057;"80680058;80680076";"FERNANDO LOPEZ LOZA;GRAL. ENRIQUE PEARANDA DEL CASTILLO";2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680057;80680058;FERNANDO LOPEZ LOZA;U;1;445;4;
13508;4800;70720035;70720035;CHIAJA;2;La Paz;2;Omasuyos;2;Ancoraimes;1;Regular;70720035;70720035;CHIAJA;R;1;15;9;
13509;8781;80680031;80680031;LACATIA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680031;80680031;LACATIA;R;1;975;5;
13510;7756;80540041;80540042;BAJO ISRAEL;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540041;80540042;BAJO ISRAEL;R;1;216;8;
13511;7789;80540079;80540081;MAGALLANES;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540079;80540081;MAGALLANES;R;1;306;6;
13512;7873;80540179;80540184;SAN PABLO NORTE;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540179;80540184;SAN PABLO NORTE;R;1;256;1;
13513;2267;60700010;60700011;CENTRO PUTINA;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700010;60700011;CENTRO PUTINA;R;1;2;8;
13514;439;40680028;40680028;TICATA;2;La Paz;6;Larecaja;5;Combaya;1;Regular;40680028;40680028;TICATA;R;1;143;4;
13515;2265;60700008;60700009;TILACOCA;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700008;60700009;TILACOCA;R;1;259;2;
13516;7796;80540087;80540089;UNION BEREA;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540087;80540089;UNION BEREA;R;1;329;10;
13517;2293;60700038;60700039;AGUAS CALIENTES;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700038;60700039;AGUAS CALIENTES;R;1;561;2;
13518;422;40680007;40680007;CHIACANI;2;La Paz;6;Larecaja;1;Sorata;1;Regular;40680007;40680007;CHIACANI;R;1;928;5;
13519;8785;80680035;80680036;TUTUACAJA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680035;80680036;TUTUACAJA;R;1;924;1;
13520;4802;70720037;70720037;COLANI;2;La Paz;2;Omasuyos;2;Ancoraimes;1;Regular;70720037;70720037;COLANI;R;1;236;7;
13521;1203;50630038;50630039;COCOCHI;2;La Paz;11;Sur Yungas;4;Palos Blancos;1;Regular;50630038;50630039;COCOCHI;R;1;812;4;
13522;1204;50630039;50630040;MOTOTOY;2;La Paz;11;Sur Yungas;4;Palos Blancos;1;Regular;50630039;50630040;MOTOTOY;R;2;428;5;
13523;2323;60700070;60700069;TALLADO DON BOSCO;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700070;60700069;TALLADO DON BOSCO;R;3;411;9;
13524;7902;80540221;80540232;LOAYZA;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540221;80540232;LOAYZA;R;1;279;4;
13525;423;40680008;40680008;CHICHIAQUI;2;La Paz;6;Larecaja;1;Sorata;1;Regular;40680008;40680008;CHICHIAQUI;R;1;561;2;
13526;7793;80540084;80540086;VILLA EXALTACION;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540084;80540086;VILLA EXALTACION;R;1;380;5;
13527;2263;60700006;60700007;MANUEL RIGOBERTO PAREDES;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700006;60700007;MANUEL RIGOBERTO PAREDES;R;2;460;9;
13528;7888;80540201;80540075;ALTO SAN LORENZO;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540201;80540075;ALTO SAN LORENZO;R;1;111;9;
13529;8789;80680039;80680040;CAMINACA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680039;80680040;CAMINACA;R;1;873;3;
13530;2319;60700065;60700066;URSULA GOYZUETA;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700065;60700066;URSULA GOYZUETA;R;1;179;1;
13531;7833;80540126;80540129;GUILLERMO MOLINA I;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540126;80540129;GUILLERMO MOLINA I;R;1;698;0;
13532;15166;82190121;82190122;LOMA ALTA;8;Beni;6;Marban;1;Loreto;1;Regular;82190121;82190122;LOMA ALTA;R;1;324;7;
13533;4801;70720036;70720036;INCA HUAYNA CAPAC;2;La Paz;2;Omasuyos;2;Ancoraimes;1;Regular;70720036;70720036;INCA HUAYNA CAPAC;R;1;914;0;
13534;7844;80540138;80540143;ILLIMANI LOS ANDES;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540138;80540143;ILLIMANI LOS ANDES;R;1;827;7;
13535;7891;80540204;80540213;SAN PABLO II;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540204;80540213;SAN PABLO II;R;1;639;2;
13536;1202;50630037;50630038;SIMAY;2;La Paz;11;Sur Yungas;4;Palos Blancos;1;Regular;50630037;50630038;SIMAY;R;2;900;10;
13537;425;40680010;40680010;COMBLILI;2;La Paz;6;Larecaja;1;Sorata;1;Regular;40680010;40680010;COMBLILI;R;1;590;1;
13538;2270;60700013;60700014;KARCAPUNCO;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700013;60700014;KARCAPUNCO;R;1;760;6;
13539;8786;80680036;80680037;CHILLCANI;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680036;80680037;CHILLCANI;R;1;222;9;
13540;8784;80680034;80680035;POQUERANI;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680034;80680035;POQUERANI;R;1;82;1;
13541;1214;50630061;50630054;RIOS DE AGUA VIVA;2;La Paz;11;Sur Yungas;4;Palos Blancos;1;Regular;50630061;50630054;RIOS DE AGUA VIVA;R;3;406;6;
13542;8804;80680054;80680055;ANCOMA NORTE;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680054;80680055;ANCOMA NORTE;R;1;455;8;
13543;7868;80540173;80540179;LOS AMIGOS;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540173;80540179;LOS AMIGOS;R;3;742;8;
13544;7830;80540123;80540218;HNO. NILO CULLEN;2;La Paz;20;Caranavi;1;Caranavi;2;Alternativa;80540123;80540218;HNO. NILO CULLEN;R;2;967;4;
13545;1206;50630041;50630042;AGUA DULCE;2;La Paz;11;Sur Yungas;4;Palos Blancos;1;Regular;50630041;50630042;AGUA DULCE;R;1;390;3;
13546;7854;80540149;80540156;GERMAN BUSCH DE ALCOCHE;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540149;80540156;GERMAN BUSCH DE ALCOCHE;R;1;891;3;
13547;8787;80680037;80680038;SAN PEDRO;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680037;80680038;SAN PEDRO;R;1;250;6;
13548;7832;80540125;80540128;MCAL. ANDRES DE SANTA CRUZ;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540125;80540128;MCAL. ANDRES DE SANTA CRUZ;R;1;364;1;
13549;8782;80680032;"80680033;80680077";"LARIPATA;NACIONAL DE LARIPATA";2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680032;80680077;NACIONAL DE LARIPATA;R;1;866;5;
13550;15181;82190144;82190153;PIAL;8;Beni;4;Yacuma;1;Santa Ana de Yacuma;1;Regular;82190144;82190153;PIAL;U;5;14;7;
13551;7884;80540195;80540207;ALTO ASCENCION;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540195;80540207;ALTO ASCENCION;R;1;135;1;
13552;7845;80540140;80540145;GRECEMAN LOVER;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540140;80540145;GRECEMAN LOVER;R;1;233;8;
13553;13485;81840006;81840015;6 DE ABRIL;7;Santa Cruz;15;Guarayos;1;Ascencion de Guarayos;1;Regular;81840006;81840015;6 DE ABRIL;R;1;780;8;
13554;7776;80540066;80540067;NUEVA ESPERANZA I;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540066;80540067;NUEVA ESPERANZA I;R;1;387;3;
13555;13497;81840021;81840029;16 DE JULIO;7;Santa Cruz;15;Guarayos;1;Ascencion de Guarayos;1;Regular;81840021;81840029;16 DE JULIO;R;1;131;10;
13556;13484;81840005;81840019;25 DE MAYO;7;Santa Cruz;15;Guarayos;1;Ascencion de Guarayos;1;Regular;81840005;81840019;25 DE MAYO;R;1;812;2;
13557;438;40680027;40680027;KAPAHUAYA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;40680027;40680027;KAPAHUAYA;R;1;138;7;
13558;434;40680021;40680022;CATUHUAYA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;40680021;40680022;CATUHUAYA;R;1;496;3;
13559;2303;60700048;60700049;CAVINCHILLA;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700048;60700049;CAVINCHILLA;R;1;186;6;
13560;7913;80540232;80540245;CARLOS PALENQUE AVILES;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540232;80540245;CARLOS PALENQUE AVILES;R;1;156;2;
13561;437;40680026;"40680015;40680026";"CARAZANI;NACIONAL DE CARAZANI";2;La Paz;6;Larecaja;1;Sorata;1;Regular;40680026;40680026;NACIONAL DE CARAZANI;R;1;737;9;
13562;13487;81840008;81840017;5 DE MARZO;7;Santa Cruz;15;Guarayos;1;Ascencion de Guarayos;1;Regular;81840008;81840017;5 DE MARZO;R;1;860;5;
13563;15161;82190115;82190121;NUEVA VIDA;8;Beni;6;Marban;1;Loreto;1;Regular;82190115;82190121;NUEVA VIDA;R;1;83;5;
13564;6772;72180001;72180002;4 DE JULIO;8;Beni;6;Marban;2;San Andres;1;Regular;72180001;72180002;4 DE JULIO;R;1;823;4;
13565;13498;81840022;81840030;17 DE FEBRERO;7;Santa Cruz;15;Guarayos;1;Ascencion de Guarayos;1;Regular;81840022;81840030;17 DE FEBRERO;R;1;929;1;
13566;7865;80540166;80540171;ADVENTISTA GUALBERTO VILLARROEL;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540166;80540171;ADVENTISTA GUALBERTO VILLARROEL;R;3;898;1;
13567;1201;50630036;50630037;TUCUPI;2;La Paz;11;Sur Yungas;4;Palos Blancos;1;Regular;50630036;50630037;TUCUPI;R;1;643;3;
13568;8812;80680063;80680064;NICOLAS FERNANDEZ NARANJO;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680063;80680064;NICOLAS FERNANDEZ NARANJO;U;3;963;7;
13569;7853;80540148;"80540155;80540233";"COLORADOS DE BOLIVIA;CARRASCO LA RESERVA B";2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540148;80540155;COLORADOS DE BOLIVIA;R;1;65;3;
13570;7773;80540063;80540064;CARRASCO LA RESERVA A;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540063;80540064;CARRASCO LA RESERVA A;R;1;21;3;
13571;6345;71840011;71840015;SANTA ANA;7;Santa Cruz;15;Guarayos;1;Ascencion de Guarayos;1;Regular;71840011;71840015;SANTA ANA;R;1;794;2;
13572;15129;82190067;82190069;SAN LUIS;8;Beni;5;Moxos;1;San Ignacio;1;Regular;82190067;82190069;SAN LUIS;R;1;602;6;
13573;6818;72180062;72180055;SAN LUIS;8;Beni;6;Marban;2;San Andres;1;Regular;72180062;72180055;SAN LUIS;R;1;24;5;
13574;6820;72180064;72180058;23 DE JULIO;8;Beni;6;Marban;2;San Andres;1;Regular;72180064;72180058;23 DE JULIO;R;1;134;3;
13575;432;40680018;40680018;CHURIHUMANI;2;La Paz;6;Larecaja;1;Sorata;1;Regular;40680018;40680018;CHURIHUMANI;R;1;23;4;
13576;7755;80540040;80540041;ALTO ISRAEL;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540040;80540041;ALTO ISRAEL;R;1;40;0;
13577;7834;80540127;80540146;GUALBERTO VILLARROEL I;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540127;80540146;GUALBERTO VILLARROEL I;R;1;897;4;
13578;7792;80540082;80540084;VILLA ORIENTE;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540082;80540084;VILLA ORIENTE;R;1;855;3;
13579;8783;80680033;80680034;KARANI;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680033;80680034;KARANI;R;1;949;3;
13580;8817;80680070;80680070;COHAJONI;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680070;80680070;COHAJONI;R;1;866;0;
13581;8855;80690035;80690035;ISPINCUNI;2;La Paz;5;Mu?ecas;1;Chuma;1;Regular;80690035;80690035;ISPINCUNI;R;1;748;3;
13582;4562;70680066;70680066;YURUMANI;2;La Paz;6;Larecaja;2;Guanay;1;Regular;70680066;70680066;YURUMANI;R;1;254;4;
13583;7809;80540101;80540103;BOOPI;2;La Paz;20;Caranavi;2;Alto Beni;1;Regular;80540101;80540103;BOOPI;R;2;999;1;
13584;6785;72180015;72180018;LOS CHACOS;8;Beni;6;Marban;2;San Andres;0;Especial;72180015;72180018;LOS CHACOS;R;1;483;7;
13585;2299;60700044;60700045;OLLAJSANTIA;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700044;60700045;OLLAJSANTIA;R;1;395;1;
13586;1205;50630040;50630041;PUERTO CARMEN;2;La Paz;11;Sur Yungas;4;Palos Blancos;1;Regular;50630040;50630041;PUERTO CARMEN;R;2;426;1;
13587;13694;81880071;81880085;JOSE ESCALANTE PACHURI;7;Santa Cruz;11;?uflo De Chavez;1;Concepcion;1;Regular;81880071;81880085;JOSE ESCALANTE PACHURI;R;1;959;7;
13588;7777;80540067;80540068;VILLA ESPERANZA I;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540067;80540068;VILLA ESPERANZA I;R;1;478;4;
13589;7878;80540187;80540195;SIMON BOLIVAR II;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540187;80540195;SIMON BOLIVAR II;R;1;747;1;
13590;2225;60680026;60680026;MACHACAMARCA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;60680026;60680026;MACHACAMARCA;R;1;623;5;
13591;8788;80680038;80680039;TAI;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680038;80680039;TAI;R;1;602;6;
13592;8763;80680008;80680008;TINTILAYA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;80680008;80680008;TINTILAYA;R;1;830;3;
13593;7874;80540180;80540186;ALTO SIEMPRE UNIDOS;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540180;80540186;ALTO SIEMPRE UNIDOS;R;1;32;7;
13594;2296;60700041;60700042;KARCUYO;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700041;60700042;KARCUYO;R;1;337;3;
13595;2262;60700005;60700006;KOLLASUYO;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700005;60700006;KOLLASUYO;R;1;663;2;
13596;7780;80540070;80540071;HUATAJATA;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540070;80540071;HUATAJATA;R;1;731;7;
13597;8868;80690053;80690050;POCOHUAYA B;2;La Paz;5;Mu?ecas;1;Chuma;1;Regular;80690053;80690050;POCOHUAYA B;R;1;3;5;
13598;7862;80540160;80540167;ESTADOS UNIDOS;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540160;80540167;ESTADOS UNIDOS;R;1;883;6;
13599;15167;82190122;82190124;SAN PABLO DEL ISIBORO;8;Beni;6;Marban;1;Loreto;1;Regular;82190122;82190124;SAN PABLO DEL ISIBORO;R;1;687;4;
13600;431;40680017;40680017;CHUCHULAYA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;40680017;40680017;CHUCHULAYA;R;1;802;3;
13601;430;40680016;40680016;POROBAYA;2;La Paz;6;Larecaja;1;Sorata;1;Regular;40680016;40680016;POROBAYA;R;1;766;1;
13602;15106;82190031;82190035;NUEVA LASEA;8;Beni;5;Moxos;1;San Ignacio;1;Regular;82190031;82190035;NUEVA LASEA;R;1;619;1;
13603;8871;80690056;80690053;CAYOHUAYA;2;La Paz;5;Mu?ecas;1;Chuma;1;Regular;80690056;80690053;CAYOHUAYA;R;1;423;5;
13604;2302;60700047;60700048;HUAJASIA;2;La Paz;4;Camacho;3;Puerto Carabuco;1;Regular;60700047;60700048;HUAJASIA;R;1;204;7;
13605;8849;80690029;"80690029;80690049";"SOCOCONI B;SOCOCONI A";2;La Paz;5;Mu?ecas;1;Chuma;1;Regular;80690029;80690049;SOCOCONI A;R;1;775;9;
13606;8873;80690058;80690056;TOCOLI;2;La Paz;5;Mu?ecas;1;Chuma;1;Regular;80690058;80690056;TOCOLI;R;1;804;5;
13607;8857;80690037;80690037;COCONI;2;La Paz;5;Mu?ecas;1;Chuma;1;Regular;80690037;80690037;COCONI;R;1;225;2;
13608;8887;80700015;80700015;SACUCO;2;La Paz;4;Camacho;5;Escoma;1;Regular;80700015;80700015;SACUCO;R;1;966;2;
13609;7794;80540085;80540087;EDUARDO ABAROA II;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540085;80540087;EDUARDO ABAROA II;R;1;58;0;
13610;4705;70700070;70700071;VALLE DE SARON DE QUILIMA;2;La Paz;4;Camacho;5;Escoma;1;Regular;70700070;70700071;VALLE DE SARON DE QUILIMA;R;3;973;8;
13611;8853;80690033;80690033;CATULUNI;2;La Paz;5;Mu?ecas;1;Chuma;1;Regular;80690033;80690033;CATULUNI;R;1;833;6;
13612;8858;80690038;80690038;MILLIMILLI;2;La Paz;5;Mu?ecas;1;Chuma;1;Regular;80690038;80690038;MILLIMILLI;R;1;507;8;
13613;1183;50630017;50630017;REMOLINOS;2;La Paz;11;Sur Yungas;4;Palos Blancos;1;Regular;50630017;50630017;REMOLINOS;R;1;67;6;
13614;15199;82190162;82190171;VILLA HERMOSA;8;Beni;5;Moxos;1;San Ignacio;1;Regular;82190162;82190171;VILLA HERMOSA;R;1;123;3;
13615;7775;80540065;80540066;SIEMPRE UNIDOS;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540065;80540066;SIEMPRE UNIDOS;R;1;372;8;
13616;7774;80540064;80540065;SABAYA;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540064;80540065;SABAYA;R;1;326;10;
13617;4568;70680072;70680072;BUENOS AIRES;2;La Paz;6;Larecaja;2;Guanay;1;Regular;70680072;70680072;BUENOS AIRES;R;1;209;1;
13618;8865;80690046;80690046;CAPAYQUE;2;La Paz;5;Mu?ecas;1;Chuma;1;Regular;80690046;80690046;CAPAYQUE;R;1;327;5;
13619;8886;80700014;80700014;CHALLAPATA BELEN;2;La Paz;4;Camacho;5;Escoma;1;Regular;80700014;80700014;CHALLAPATA BELEN;R;1;450;7;
13620;7778;80540068;80540069;AGUAS TURBIAS;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;80540068;80540069;AGUAS TURBIAS;R;1;257;3;
13621;4564;70680068;70680068;BERNARDO MONTEAGUDO;2;La Paz;20;Caranavi;1;Caranavi;1;Regular;70680068;70680068;BERNARDO MONTEAGUDO;R;1;467;10;
13622;435;40680022;40680021;COHATI;2;La Paz;6;Larecaja;1;Sorata;1;Regular;40680022;40680021;COHATI;R;1;146;2;
